7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7
9,0,0,4,4,4,4,9,9,4,4,4,4,4,4,4,0,0,0,0,0,0,4,4,4,0,0,0,0,4,4,0,0,0,0,0,0,4,4,4,4,9,9,0,0,0,0,0,0,9
9,0,0,4,4,4,4,9,9,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,4,4,0,0,0,4,4,4,0,0,0,0,0,0,4,4,4,4,9,0,0,0,0,0,0,9
9,0,0,4,4,4,4,9,9,4,4,4,4,4,4,4,4,0,0,0,0,0,0,4,4,4,0,0,0,4,4,4,4,0,0,0,0,0,4,4,4,4,9,0,0,0,0,0,0,9
9,0,0,4,4,4,0,9,9,0,4,4,4,4,4,4,4,0,0,0,0,0,4,4,0,4,4,4,4,4,4,4,4,0,0,0,0,0,4,4,4,4,9,0,0,0,0,0,0,9
9,0,4,4,8,8,8,7,9,0,4,0,4,4,4,4,4,4,0,0,0,4,4,4,0,0,0,4,4,4,4,4,4,4,0,0,0,0,0,4,4,9,7,8,8,8,0,0,0,9
9,0,0,0,8,8,8,8,7,0,0,0,0,0,4,4,4,4,0,0,4,4,4,0,7,0,0,0,0,4,4,4,4,4,4,4,4,4,0,4,4,7,8,8,8,8,0,0,0,9
9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,4,4,4,7,9,7,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,9
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,4,4,9,9,9,0,0,0,0,0,0,4,4,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,9
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,9,9,9,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,0,0,0,0,0,9
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,4,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,9
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,8,8,8,8,7,8,8,8,8,8,8,8,7,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,9
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,8,8,8,8,7,7,7,8,8,8,8,8,8,8,7,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,9
9,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,8,8,8,8,7,8,8,8,8,8,8,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,9
9,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,9
9,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,4,4,4,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,9
9,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9
9,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,7,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9
9,4,4,4,8,8,8,8,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,8,8,0,0,4,9
9,4,4,4,8,8,8,7,9,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,4,4,4,4,4,4,0,0,0,0,0,0,0,4,0,0,0,9,7,8,8,8,0,4,4,9
9,4,4,4,0,0,0,9,9,0,4,0,0,4,4,4,4,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,9,0,0,0,4,4,4,9
9,4,4,4,4,4,0,9,9,4,4,4,4,4,4,5,4,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,9,9,0,0,4,4,4,4,9
9,0,0,4,4,4,4,9,9,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,9,0,0,4,4,4,4,9
9,0,0,0,4,4,4,9,9,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,9,0,4,4,4,4,4,9
7,8,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7
